# IPv4 signatures file (unwanted cloud services and non-human endpoints).
# Canonical link to the online version of this file: https://github.com/CIDRAM/CIDRAM/blob/master/vault/ipv4.dat


# ---
# ASN 46844 ("Sharktech").
# %Listed, Google Malware Dashboard: 37.21%.
# %Listed, CleanTalk.org: 32.62%.
# Stop Forum Spam (SFS) listings: 897.
# Updated: 2017.10.29

194.60.68.0/24 Deny Cloud
195.95.219.0/24 Deny Cloud
195.110.14.0/23 Deny Cloud
195.162.4.0/23 Deny Cloud
195.200.192.0/24 Deny Cloud
217.69.160.0/20 Deny Cloud
Tag: GHOSTnet GmbH


# ASNs 19437, 20454, 32164 ("SECURED SERVERS LLC").
# %Listed, Google Malware Dashboard: 0.66% (AS19437), 1.87% (AS20454), 0% (AS32164).
# %Listed, CleanTalk.org: 53.05% (AS19437), 71.89% (AS20454), 0% (AS32164).
# Stop Forum Spam (SFS) listings: 778 (AS19437), 1,336 (AS20454), 0 (AS32164).
# Updated: 2017.06.12

8.10.160.0/23 Deny Cloud
23.235.224.0/21 Deny Cloud
23.235.240.0/20 Deny Cloud
23.249.218.0/23 Deny Cloud
23.249.220.0/22 Deny Cloud
45.33.152.0/24 Deny Cloud
45.58.50.0/24 Deny Cloud
45.58.59.0/24 Deny Cloud
45.58.63.0/24 Deny Cloud
45.74.62.0/24 Deny Cloud
63.214.164.0/22 Deny Cloud
63.246.120.0/22 Deny Cloud
64.38.192.0/18 Deny Cloud
64.154.4.0/22 Deny Cloud
66.78.16.0/23 Deny Cloud
66.78.26.0/24 Deny Cloud
66.85.128.0/18 Deny Cloud
66.94.37.0/24 Deny Cloud
67.21.32.0/22 Deny Cloud
67.30.132.0/22 Deny Cloud
67.220.224.0/23 Deny Cloud
67.220.228.0/23 Deny Cloud
67.220.231.0/24 Deny Cloud
67.220.232.0/24 Deny Cloud
67.220.239.0/24 Deny Cloud
67.220.240.0/22 Deny Cloud
67.220.245.0/24 Deny Cloud
67.220.248.0/24 Deny Cloud
67.220.252.0/24 Deny Cloud
67.220.255.0/24 Deny Cloud
67.222.105.0/24 Deny Cloud
67.227.24.0/24 Deny Cloud
69.160.32.0/20 Deny Cloud
74.91.50.0/23 Deny Cloud
74.91.52.0/22 Deny Cloud
74.91.56.0/22 Deny Cloud
74.114.116.0/22 Deny Cloud
74.119.28.0/22 Deny Cloud
103.44.108.0/24 Deny Cloud
104.160.224.0/24 Deny Cloud
104.160.229.0/24 Deny Cloud
104.161.16.0/20 Deny Cloud
104.193.176.0/21 Deny Cloud
104.200.244.0/22 Deny Cloud
104.219.0.0/22 Deny Cloud
104.219.4.0/23 Deny Cloud
104.219.6.0/24 Deny Cloud
104.244.53.0/24 Deny Cloud
104.244.54.0/23 Deny Cloud
104.244.72.0/22 Deny Cloud
104.245.88.0/23 Deny Cloud
104.251.83.0/24 Deny Cloud
104.251.84.0/24 Deny Cloud
104.251.92.0/24 Deny Cloud
104.251.95.0/24 Deny Cloud
104.254.232.0/21 Deny Cloud
107.150.216.0/22 Deny Cloud
108.170.0.0/18 Deny Cloud
108.175.48.0/22 Deny Cloud
121.50.169.0/24 Deny Cloud
131.153.0.0/20 Deny Cloud
131.153.32.0/22 Deny Cloud
131.153.37.0/24 Deny Cloud
131.153.38.0/23 Deny Cloud
131.153.42.0/23 Deny Cloud
131.153.44.0/24 Deny Cloud
142.252.252.0/22 Deny Cloud
154.16.100.0/22 Deny Cloud
155.254.168.0/22 Deny Cloud
155.254.182.0/23 Deny Cloud
155.254.190.0/23 Deny Cloud
162.213.40.0/22 Deny Cloud
162.218.232.0/21 Deny Cloud
162.245.222.0/24 Deny Cloud
172.98.177.0/24 Deny Cloud
172.102.206.0/24 Deny Cloud
172.102.213.0/24 Deny Cloud
172.102.216.0/24 Deny Cloud
173.228.164.0/23 Deny Cloud
173.228.172.0/23 Deny Cloud
173.228.180.0/22 Deny Cloud
173.228.184.0/22 Deny Cloud
173.246.162.0/24 Deny Cloud
173.246.170.0/24 Deny Cloud
173.246.181.0/24 Deny Cloud
173.246.182.0/24 Deny Cloud
173.246.185.0/24 Deny Cloud
173.246.188.0/23 Deny Cloud
173.246.191.0/24 Deny Cloud
174.138.160.0/20 Deny Cloud
181.214.52.0/24 Deny Cloud
181.215.1.0/24 Deny Cloud
181.215.208.0/22 Deny Cloud
181.215.237.0/24 Deny Cloud
184.95.32.0/19 Deny Cloud
184.164.128.0/19 Deny Cloud
184.171.160.0/20 Deny Cloud
184.174.2.0/24 Deny Cloud
191.96.65.0/24 Deny Cloud
191.96.177.0/24 Deny Cloud
191.96.194.0/24 Deny Cloud
191.96.206.0/24 Deny Cloud
191.96.221.0/24 Deny Cloud
191.96.246.0/24 Deny Cloud
191.101.26.0/24 Deny Cloud
191.101.29.0/24 Deny Cloud
191.101.32.0/24 Deny Cloud
191.101.36.0/22 Deny Cloud
191.101.40.0/21 Deny Cloud
192.34.64.0/22 Deny Cloud
192.84.48.0/23 Deny Cloud
192.154.192.0/22 Deny Cloud
192.198.192.0/20 Deny Cloud
198.15.64.0/18 Deny Cloud
198.24.128.0/18 Deny Cloud
198.41.124.0/22 Deny Cloud
198.44.204.0/22 Deny Cloud
199.89.194.0/24 Deny Cloud
199.201.110.0/23 Deny Cloud
199.204.16.0/21 Deny Cloud
202.165.124.0/24 Deny Cloud
204.8.59.0/24 Deny Cloud
208.84.24.0/24 Deny Cloud
208.110.56.0/22 Deny Cloud
209.182.104.0/24 Deny Cloud
209.182.106.0/24 Deny Cloud
209.188.0.0/19 Deny Cloud
216.74.82.0/24 Deny Cloud
216.158.195.0/24 Deny Cloud
216.158.198.0/24 Deny Cloud
216.158.203.0/24 Deny Cloud
216.158.210.0/24 Deny Cloud
216.158.218.0/24 Deny Cloud
216.189.152.0/24 Deny Cloud
Tag: SECURED SERVERS LLC


# ASNs 21859, 62610 ("Zenlayer Inc").
# %Listed, Google Malware Dashboard: 14.39% (AS21859), 15.88% (AS62610).
# %Listed, CleanTalk.org: 31.99% (AS21859), ?.??% (AS62610).
# Stop Forum Spam (SFS) listings: 905 (AS21859), 0 (AS62610).
# Updated: 2017.09.24

8.23.192.0/23 Deny Cloud
23.91.102.0/23 Deny Cloud
23.91.104.0/23 Deny Cloud
23.91.108.0/23 Deny Cloud
23.236.97.0/24 Deny Cloud
23.236.98.0/23 Deny Cloud
23.236.100.0/22 Deny Cloud
23.236.104.0/22 Deny Cloud
23.236.108.0/23 Deny Cloud
23.236.110.0/24 Deny Cloud
23.236.112.0/20 Deny Cloud
23.248.160.0/19 Deny Cloud
23.251.96.0/19 Deny Cloud
36.255.96.0/23 Deny Cloud
45.124.252.0/22 Deny Cloud
46.243.219.0/24 Deny Cloud
46.243.220.0/24 Deny Cloud
58.68.168.0/21 Deny Cloud
58.68.176.0/20 Deny Cloud
58.68.192.0/21 Deny Cloud
65.255.32.0/20 Deny Cloud
69.28.48.0/20 Deny Cloud
103.71.152.0/24 Deny Cloud
103.86.68.0/24 Deny Cloud
103.86.71.0/24 Deny Cloud
103.88.139.0/24 Deny Cloud
103.91.219.0/24 Deny Cloud
103.94.185.0/24 Deny Cloud
103.97.224.0/22 Deny Cloud
103.99.76.0/24 Deny Cloud
103.193.124.0/24 Deny Cloud
103.193.126.0/23 Deny Cloud
103.206.20.0/22 Deny Cloud
103.211.164.0/24 Deny Cloud
103.211.166.0/24 Deny Cloud
103.212.228.0/23 Deny Cloud
103.219.194.0/24 Deny Cloud
103.230.236.0/22 Deny Cloud
104.143.32.0/24 Deny Cloud
104.143.35.0/24 Deny Cloud
104.143.44.0/23 Deny Cloud
104.143.46.0/24 Deny Cloud
104.251.236.0/23 Deny Cloud
104.251.238.0/24 Deny Cloud
107.150.96.0/20 Deny Cloud
107.150.117.0/24 Deny Cloud
107.151.128.0/18 Deny Cloud
107.155.0.0/18 Deny Cloud
128.1.0.0/16 Deny Cloud
128.14.0.0/16 Deny Cloud
141.101.147.0/24 Deny Cloud
162.221.4.0/22 Deny Cloud
162.221.192.0/21 Deny Cloud
172.81.103.0/24 Deny Cloud
172.81.110.0/24 Deny Cloud
172.87.24.0/21 Deny Cloud
172.94.4.0/24 Deny Cloud
172.94.56.0/24 Deny Cloud
172.94.94.0/24 Deny Cloud
172.111.168.0/24 Deny Cloud
172.111.189.0/24 Deny Cloud
172.111.241.0/24 Deny Cloud
172.111.251.0/24 Deny Cloud
172.247.32.0/21 Deny Cloud
180.210.224.0/22 Deny Cloud
180.210.240.0/20 Deny Cloud
182.161.36.0/22 Deny Cloud
185.186.146.0/23 Deny Cloud
185.207.112.0/24 Deny Cloud
192.253.255.0/24 Deny Cloud
192.254.80.0/20 Deny Cloud
198.176.50.0/24 Deny Cloud
198.176.52.0/24 Deny Cloud
198.176.54.0/23 Deny Cloud
198.176.57.0/24 Deny Cloud
198.176.58.0/23 Deny Cloud
198.176.60.0/22 Deny Cloud
199.91.72.0/22 Deny Cloud
199.190.44.0/22 Deny Cloud
199.245.56.0/23 Deny Cloud
199.245.58.0/24 Deny Cloud
199.245.60.0/23 Deny Cloud
206.123.139.0/24 Deny Cloud
208.81.200.0/22 Deny Cloud
209.177.80.0/20 Deny Cloud
Tag: Zenlayer Inc


# ASN 22923 ("Yesup Ecommerce Solutions Inc").
# %Listed, Google Malware Dashboard: 0.73%.
# %Listed, CleanTalk.org: 73.80%.
# Stop Forum Spam (SFS) listings: 828.
# Updated: 2017.11.12

38.18.160.0/19 Deny Cloud
45.59.26.0/24 Deny Cloud
66.55.74.0/24 Deny Cloud
66.55.77.0/24 Deny Cloud
66.55.78.0/24 Deny Cloud
66.78.22.0/23 Deny Cloud
67.227.26.0/23 Deny Cloud
67.227.31.0/24 Deny Cloud
104.218.192.0/22 Deny Cloud
104.218.196.0/24 Deny Cloud
104.251.86.0/24 Deny Cloud
104.251.88.0/24 Deny Cloud
104.255.156.0/22 Deny Cloud
157.97.145.0/24 Deny Cloud
162.254.132.0/22 Deny Cloud
166.48.0.0/17 Deny Cloud
166.48.128.0/18 Deny Cloud
172.98.182.0/24 Deny Cloud
172.102.214.0/24 Deny Cloud
173.211.5.0/24 Deny Cloud
173.211.68.0/23 Deny Cloud
184.174.69.0/24 Deny Cloud
184.174.95.0/24 Deny Cloud
191.101.196.0/24 Deny Cloud
191.101.243.0/24 Deny Cloud
192.214.128.0/18 Deny Cloud
192.214.192.0/19 Deny Cloud
192.225.100.0/23 Deny Cloud
192.225.109.0/24 Deny Cloud
198.144.144.0/20 Deny Cloud
199.19.92.0/22 Deny Cloud
199.21.148.0/22 Deny Cloud
199.66.88.0/21 Deny Cloud
199.167.136.0/22 Deny Cloud
206.251.206.0/23 Deny Cloud
Tag: Yesup Ecommerce


# ASN 30475 ("Handy Networks, LLC").
# %Listed, Google Malware Dashboard: 1.32%.
# %Listed, CleanTalk.org: 70.51%.
# Stop Forum Spam (SFS) listings: 1,962.
# Updated: 2017.06.08

5.8.63.0/24 Deny Cloud
23.239.192.0/20 Deny Cloud
23.239.208.0/22 Deny Cloud
23.239.212.0/23 Deny Cloud
23.239.215.0/24 Deny Cloud
23.239.216.0/21 Deny Cloud
45.73.174.0/23 Deny Cloud
45.73.190.0/23 Deny Cloud
64.27.48.0/20 Deny Cloud
66.11.121.0/24 Deny Cloud
68.71.128.0/19 Deny Cloud
72.18.128.0/19 Deny Cloud
104.218.198.0/23 Deny Cloud
162.211.64.0/24 Deny Cloud
162.213.216.0/21 Deny Cloud
162.244.253.0/24 Deny Cloud
162.244.254.0/24 Deny Cloud
173.248.128.0/18 Deny Cloud
184.174.0.0/23 Deny Cloud
192.82.248.0/21 Deny Cloud
192.199.240.0/20 Deny Cloud
192.241.8.0/22 Deny Cloud
198.20.128.0/22 Deny Cloud
198.20.140.0/22 Deny Cloud
198.57.46.0/24 Deny Cloud
199.74.141.0/24 Deny Cloud
208.78.35.0/24 Deny Cloud
216.136.9.0/24 Deny Cloud
Tag: Handy Networks


# ASN 31863 ("Centrilogic, Inc").
# %Listed, Google Malware Dashboard: 1.95%.
# %Listed, CleanTalk.org: 48.74%.
# Stop Forum Spam (SFS) listings: 582.
# Updated: 2017.07.29

23.92.62.0/23 Deny Cloud
23.92.208.0/20 Deny Cloud
45.33.159.0/24 Deny Cloud
45.43.8.0/24 Deny Cloud
67.220.236.0/24 Deny Cloud
67.220.246.0/23 Deny Cloud
67.220.250.0/23 Deny Cloud
85.190.228.0/24 Deny Cloud
103.250.80.0/23 Deny Cloud
103.250.83.0/24 Deny Cloud
104.152.184.0/21 Deny Cloud
104.153.232.0/21 Deny Cloud
104.160.231.0/24 Deny Cloud
104.160.233.0/24 Deny Cloud
104.160.237.0/24 Deny Cloud
104.160.241.0/24 Deny Cloud
104.160.245.0/24 Deny Cloud
104.160.248.0/24 Deny Cloud
104.160.253.0/24 Deny Cloud
104.160.255.0/24 Deny Cloud
104.171.112.0/20 Deny Cloud
104.192.103.0/24 Deny Cloud
104.200.64.0/24 Deny Cloud
104.244.158.0/24 Deny Cloud
146.71.84.0/24 Deny Cloud
150.107.224.0/23 Deny Cloud
150.107.226.0/24 Deny Cloud
162.248.240.0/21 Deny Cloud
172.97.65.0/24 Deny Cloud
172.98.165.0/24 Deny Cloud
172.98.167.0/24 Deny Cloud
172.98.192.0/21 Deny Cloud
172.98.200.0/22 Deny Cloud
173.228.168.0/23 Deny Cloud
173.240.5.0/24 Deny Cloud
173.240.15.0/24 Deny Cloud
173.246.173.0/24 Deny Cloud
173.246.174.0/24 Deny Cloud
177.172.76.0/22 Deny Cloud
179.48.224.0/20 Deny Cloud
181.224.0.0/18 Deny Cloud
181.224.64.0/19 Deny Cloud
181.224.216.0/21 Deny Cloud
181.232.128.0/17 Deny Cloud
181.233.0.0/18 Deny Cloud
181.233.152.0/21 Deny Cloud
181.233.160.0/19 Deny Cloud
190.102.32.0/20 Deny Cloud
190.103.188.0/22 Deny Cloud
191.96.8.0/24 Deny Cloud
191.101.52.0/24 Deny Cloud
192.111.144.0/20 Deny Cloud
192.198.80.0/20 Deny Cloud
192.254.65.0/24 Deny Cloud
192.254.66.0/23 Deny Cloud
192.254.68.0/22 Deny Cloud
192.254.72.0/21 Deny Cloud
199.16.31.0/24 Deny Cloud
199.43.199.0/24 Deny Cloud
199.43.204.0/24 Deny Cloud
199.101.184.0/22 Deny Cloud
199.191.56.0/22 Deny Cloud
199.241.184.0/21 Deny Cloud
199.255.136.0/22 Deny Cloud
199.255.156.0/22 Deny Cloud
203.26.88.0/24 Deny Cloud
216.10.28.0/23 Deny Cloud
216.126.192.0/21 Deny Cloud
Tag: Centrilogic


# ASNs 37958, 63541 ("Beijing Blue I.T Technologies Co.,Ltd").
# %Listed, Google Malware Dashboard: 1.95% (AS37958), 5.12% (AS63541).
# %Listed, CleanTalk.org: 5.88% (AS37958), 23.53% (AS63541).
# Stop Forum Spam (SFS) listings: 0 (AS37958), 186 (AS63541).
# Updated: 2017.06.12

23.91.109.0/24 Deny Cloud
23.236.120.0/22 Deny Cloud
23.236.125.0/24 Deny Cloud
23.248.165.0/24 Deny Cloud
23.248.166.0/23 Deny Cloud
23.248.168.0/24 Deny Cloud
23.248.189.0/24 Deny Cloud
23.248.190.0/23 Deny Cloud
23.251.105.0/24 Deny Cloud
38.106.11.0/24 Deny Cloud
58.68.148.0/22 Deny Cloud
58.68.224.0/19 Deny Cloud
106.48.12.0/22 Deny Cloud
106.48.48.0/21 Deny Cloud
106.48.56.0/24 Deny Cloud
106.48.58.0/23 Deny Cloud
106.48.62.0/24 Deny Cloud
107.155.7.0/24 Deny Cloud
107.155.41.0/24 Deny Cloud
107.155.43.0/24 Deny Cloud
107.155.55.0/24 Deny Cloud
154.57.151.0/24 Deny Cloud
209.177.94.0/24 Deny Cloud
223.202.0.0/17 Deny Cloud
223.202.128.0/18 Deny Cloud
223.202.192.0/21 Deny Cloud
223.202.200.0/22 Deny Cloud
223.202.208.0/20 Deny Cloud
223.202.224.0/19 Deny Cloud
Tag: Beijing Blue


# ASN 53340 ("VegasNAP, LLC").
# %Listed, Google Malware Dashboard: 0.95%.
# %Listed, CleanTalk.org: 84.70%.
# Stop Forum Spam (SFS) listings: 994.
# Updated: 2017.07.27

5.226.169.0/24 Deny Cloud
5.226.170.0/24 Deny Cloud
5.226.174.0/23 Deny Cloud
8.23.72.0/24 Deny Cloud
76.164.234.0/23 Deny Cloud
104.128.65.0/24 Deny Cloud
104.128.66.0/23 Deny Cloud
104.128.68.0/22 Deny Cloud
104.128.72.0/21 Deny Cloud
104.129.128.0/20 Deny Cloud
104.129.176.0/21 Deny Cloud
104.129.184.0/22 Deny Cloud
104.143.9.0/24 Deny Cloud
104.200.240.0/22 Deny Cloud
104.225.128.0/19 Deny Cloud
104.225.232.0/21 Deny Cloud
104.225.240.0/21 Deny Cloud
104.225.248.0/22 Deny Cloud
104.225.252.0/23 Deny Cloud
104.251.82.0/24 Deny Cloud
104.251.90.0/24 Deny Cloud
104.251.93.0/24 Deny Cloud
104.251.94.0/24 Deny Cloud
162.249.224.0/22 Deny Cloud
162.251.152.0/22 Deny Cloud
162.251.232.0/21 Deny Cloud
172.93.0.0/21 Deny Cloud
172.96.132.0/23 Deny Cloud
179.61.251.0/24 Deny Cloud
185.48.204.0/22 Deny Cloud
192.67.255.0/24 Deny Cloud
192.228.96.0/20 Deny Cloud
198.37.127.0/24 Deny Cloud
199.19.72.0/21 Deny Cloud
199.43.206.0/24 Deny Cloud
199.47.208.0/22 Deny Cloud
199.127.56.0/22 Deny Cloud
199.195.128.0/22 Deny Cloud
199.241.136.0/21 Deny Cloud
204.77.0.0/20 Deny Cloud
206.191.192.0/19 Deny Cloud
Tag: VegasNAP, LLC


# "Braveway LLC"; Various ASNs; A cloud provider caught spamming.
# Updated: 2017.11.12

23.249.212.0/22 Deny Cloud
23.249.216.0/23 Deny Cloud
23.249.220.0/22 Deny Cloud
45.33.144.0/20 Deny Cloud
45.73.180.0/23 Deny Cloud
63.246.116.0/22 Deny Cloud
63.246.120.0/23 Deny Cloud
63.246.124.0/22 Deny Cloud
67.220.236.0/24 Deny Cloud
67.220.246.0/23 Deny Cloud
67.220.250.0/23 Deny Cloud
67.227.28.0/23 Deny Cloud
104.200.228.0/22 Deny Cloud
104.200.232.0/21 Deny Cloud
104.200.253.0/24 Deny Cloud
104.218.192.0/22 Deny Cloud
104.218.196.0/24 Deny Cloud
104.218.198.0/23 Deny Cloud
104.251.80.0/22 Deny Cloud
104.251.84.0/23 Deny Cloud
104.251.86.0/24 Deny Cloud
104.251.89.0/24 Deny Cloud
104.251.91.0/24 Deny Cloud
104.251.92.0/22 Deny Cloud
107.150.204.0/23 Deny Cloud
107.150.208.0/21 Deny Cloud
107.150.220.0/22 Deny Cloud
108.175.48.0/23 Deny Cloud
108.175.52.0/24 Deny Cloud
108.175.56.0/21 Deny Cloud
155.254.160.0/22 Deny Cloud
155.254.168.0/21 Deny Cloud
155.254.178.0/23 Deny Cloud
155.254.188.0/23 Deny Cloud
172.98.172.0/23 Deny Cloud
172.98.184.0/22 Deny Cloud
173.211.68.0/23 Deny Cloud
173.211.71.0/24 Deny Cloud
198.41.98.0/23 Deny Cloud
198.41.100.0/23 Deny Cloud
198.41.102.0/24 Deny Cloud
198.41.112.0/20 Deny Cloud
205.164.15.0/24 Deny Cloud
208.110.52.0/22 Deny Cloud
208.110.56.0/21 Deny Cloud
216.74.84.0/23 Deny Cloud
Tag: Braveway LLC


# ASN 54290 ("Hostwinds LLC").
# %Listed, Google Malware Dashboard: 3.86%.
# %Listed, CleanTalk.org: 41.99%.
# Stop Forum Spam (SFS) listings: 11,079.
# Updated: 2017.07.23

23.135.0.0/24 Deny Cloud
23.238.0.0/17 Deny Cloud
23.254.128.0/17 Deny Cloud
104.168.128.0/17 Deny Cloud
108.174.192.0/20 Deny Cloud
142.11.192.0/18 Deny Cloud
185.145.96.0/22 Deny Cloud
192.119.64.0/18 Deny Cloud
192.129.128.0/17 Deny Cloud
192.154.200.0/21 Deny Cloud
192.236.128.0/17 Deny Cloud
192.255.128.0/17 Deny Cloud
198.44.0.0/17 Deny Cloud
198.84.64.0/18 Deny Cloud
198.143.96.0/19 Deny Cloud
199.59.56.0/21 Deny Cloud
199.193.124.0/22 Deny Cloud
216.24.176.0/20 Deny Cloud
Tag: Hostwinds LLC


# ASN 394695 ("PDR").
# %Listed, Google Malware Dashboard: 0.53%.
# %Listed, CleanTalk.org: 23.26%.
# Stop Forum Spam (SFS) listings: 8.
# Updated: 2017.06.28

5.100.152.0/21 Deny Cloud
43.225.52.0/22 Deny Cloud
45.113.120.0/22 Deny Cloud
74.119.238.0/23 Deny Cloud
78.128.8.0/24 Deny Cloud
78.128.43.0/24 Deny Cloud
78.128.60.0/24 Deny Cloud
78.128.76.0/24 Deny Cloud
78.128.81.0/24 Deny Cloud
78.142.32.0/24 Deny Cloud
78.142.47.0/24 Deny Cloud
78.142.51.0/24 Deny Cloud
78.142.62.0/23 Deny Cloud
79.124.4.0/23 Deny Cloud
79.124.6.0/24 Deny Cloud
79.124.14.0/24 Deny Cloud
79.124.17.0/24 Deny Cloud
79.124.31.0/24 Deny Cloud
79.124.55.0/24 Deny Cloud
79.124.63.0/24 Deny Cloud
79.124.76.0/24 Deny Cloud
82.118.229.0/24 Deny Cloud
87.120.40.0/24 Deny Cloud
91.148.168.0/24 Deny Cloud
103.21.58.0/23 Deny Cloud
103.50.160.0/22 Deny Cloud
103.53.40.0/22 Deny Cloud
103.76.228.0/22 Deny Cloud
103.79.52.0/22 Deny Cloud
103.195.184.0/22 Deny Cloud
103.211.216.0/22 Deny Cloud
103.224.22.0/23 Deny Cloud
104.254.98.0/23 Deny Cloud
111.118.212.0/22 Deny Cloud
116.206.104.0/22 Deny Cloud
119.18.52.0/24 Deny Cloud
119.18.54.0/23 Deny Cloud
119.18.57.0/24 Deny Cloud
119.18.58.0/23 Deny Cloud
119.18.60.0/22 Deny Cloud
130.185.232.0/24 Deny Cloud
137.59.148.0/22 Deny Cloud
162.210.70.0/23 Deny Cloud
162.215.224.0/20 Deny Cloud
162.215.240.0/23 Deny Cloud
162.215.252.0/23 Deny Cloud
162.215.254.0/24 Deny Cloud
162.222.225.0/24 Deny Cloud
162.222.226.0/23 Deny Cloud
162.251.80.0/21 Deny Cloud
185.72.151.0/24 Deny Cloud
185.195.12.0/22 Deny Cloud
185.201.80.0/24 Deny Cloud
193.68.119.0/24 Deny Cloud
193.107.36.0/24 Deny Cloud
199.79.62.0/23 Deny Cloud
203.13.40.0/24 Deny Cloud
204.11.58.0/23 Deny Cloud
207.174.212.0/22 Deny Cloud
208.91.198.0/23 Deny Cloud
209.99.16.0/23 Deny Cloud
216.10.240.0/20 Deny Cloud
217.174.148.0/23 Deny Cloud
217.174.152.0/23 Deny Cloud
217.174.156.0/24 Deny Cloud
Tag: PDR


# ASN 8342 ("OJSC RTComm.RU").
# %Listed, Google Malware Dashboard: 2.91%.
# %Listed, CleanTalk.org: 27.75%.
# Stop Forum Spam (SFS) listings: 933.
# Updated: 2017.06.28

81.176.0.0/16 Deny Cloud
81.177.0.0/19 Deny Cloud
81.177.32.0/20 Deny Cloud
81.177.48.0/21 Deny Cloud
81.177.64.0/21 Deny Cloud
81.177.80.0/20 Deny Cloud
81.177.128.0/19 Deny Cloud
81.177.160.0/20 Deny Cloud
81.177.176.0/21 Deny Cloud
95.172.157.0/24 Deny Cloud
195.161.0.0/16 Deny Cloud
213.24.0.0/16 Deny Cloud
213.59.0.0/18 Deny Cloud
213.59.64.0/19 Deny Cloud
213.59.96.0/20 Deny Cloud
213.59.176.0/21 Deny Cloud
217.106.0.0/16 Deny Cloud
217.107.0.0/18 Deny Cloud
217.107.200.0/21 Deny Cloud
217.107.208.0/20 Deny Cloud
Tag: OJSC RTComm.RU


# ASN 9009 ("M247 Ltd").
# %Listed, Google Malware Dashboard: 1.26%.
# %Listed, CleanTalk.org: 57.67%.
# Stop Forum Spam (SFS) listings: 24,481.
# Updated: 2017.06.28

5.57.80.0/22 Deny Cloud
5.83.43.0/24 Deny Cloud
5.154.182.0/24 Deny Cloud
10.1.10.0/24 Deny Cloud
10.10.69.0/24 Deny Cloud
10.12.13.0/24 Deny Cloud
31.14.252.0/24 Deny Cloud
36.255.98.0/23 Deny Cloud
37.10.71.0/24 Deny Cloud
38.65.24.0/22 Deny Cloud
38.72.136.0/22 Deny Cloud
38.73.4.0/22 Deny Cloud
38.80.196.0/22 Deny Cloud
38.81.40.0/22 Deny Cloud
38.82.228.0/22 Deny Cloud
38.87.132.0/22 Deny Cloud
38.89.196.0/22 Deny Cloud
38.93.196.0/22 Deny Cloud
38.95.108.0/22 Deny Cloud
38.102.140.0/22 Deny Cloud
38.132.96.0/19 Deny Cloud
38.134.252.0/22 Deny Cloud
45.74.4.0/24 Deny Cloud
45.74.35.0/24 Deny Cloud
45.74.36.0/24 Deny Cloud
46.102.117.0/24 Deny Cloud
46.102.250.0/24 Deny Cloud
46.243.140.0/24 Deny Cloud
46.243.215.0/24 Deny Cloud
46.243.217.0/24 Deny Cloud
46.243.218.0/24 Deny Cloud
46.243.222.0/23 Deny Cloud
69.168.233.0/24 Deny Cloud
77.81.98.0/24 Deny Cloud
77.81.107.0/24 Deny Cloud
77.81.109.0/24 Deny Cloud
77.81.110.0/24 Deny Cloud
77.243.176.0/20 Deny Cloud
80.97.248.0/23 Deny Cloud
83.143.240.0/21 Deny Cloud
83.245.62.0/23 Deny Cloud
84.39.112.0/21 Deny Cloud
85.204.124.0/24 Deny Cloud
86.105.9.0/24 Deny Cloud
86.105.25.0/24 Deny Cloud
86.106.137.0/24 Deny Cloud
87.117.68.0/22 Deny Cloud
87.239.249.0/24 Deny Cloud
89.33.8.0/24 Deny Cloud
89.33.246.0/24 Deny Cloud
89.35.57.0/24 Deny Cloud
89.36.224.0/24 Deny Cloud
89.40.40.0/24 Deny Cloud
89.40.71.0/24 Deny Cloud
89.40.181.0/24 Deny Cloud
89.40.219.0/24 Deny Cloud
89.42.31.0/24 Deny Cloud
89.45.10.0/24 Deny Cloud
89.46.63.0/24 Deny Cloud
89.46.100.0/22 Deny Cloud
89.46.246.0/24 Deny Cloud
89.238.128.0/18 Deny Cloud
89.249.64.0/20 Deny Cloud
91.102.64.0/21 Deny Cloud
91.195.98.0/23 Deny Cloud
91.206.52.0/23 Deny Cloud
91.207.56.0/23 Deny Cloud
91.207.102.0/23 Deny Cloud
91.213.211.0/24 Deny Cloud
91.232.124.0/23 Deny Cloud
91.232.150.0/23 Deny Cloud
92.60.70.0/24 Deny Cloud
93.115.7.0/24 Deny Cloud
93.120.27.0/24 Deny Cloud
94.176.148.0/24 Deny Cloud
94.176.163.0/24 Deny Cloud
95.128.168.0/24 Deny Cloud
95.215.224.0/22 Deny Cloud
103.86.70.0/24 Deny Cloud
103.209.76.0/23 Deny Cloud
104.37.6.0/24 Deny Cloud
128.0.1.0/24 Deny Cloud
138.99.211.0/24 Deny Cloud
141.101.145.0/24 Deny Cloud
141.101.146.0/24 Deny Cloud
141.101.153.0/24 Deny Cloud
141.101.154.0/23 Deny Cloud
141.101.156.0/22 Deny Cloud
141.101.160.0/24 Deny Cloud
141.101.162.0/24 Deny Cloud
172.30.247.0/24 Deny Cloud
172.30.248.0/23 Deny Cloud
172.30.251.0/24 Deny Cloud
172.94.19.0/24 Deny Cloud
172.94.32.0/24 Deny Cloud
172.94.53.0/24 Deny Cloud
172.94.54.0/24 Deny Cloud
172.94.71.0/24 Deny Cloud
172.94.74.0/24 Deny Cloud
172.94.83.0/24 Deny Cloud
172.94.84.0/24 Deny Cloud
172.94.87.0/24 Deny Cloud
172.94.89.0/24 Deny Cloud
172.94.101.0/24 Deny Cloud
172.94.104.0/23 Deny Cloud
